Content,Page URL,Post media content,Reactions,Comments,Reposts
"YELLOWKNIFE, N’DILO, DETTAH, INGRAHAM TRAIL: we’re getting a lot of calls (understandably) about the skies out there this morning.This smoke is largely coming from fires in Alberta. It has been pushed in by strong wind from the south, and strong winds from the west. Winds out of the north are expected later this evening, which should help move smoke out of the region. … See more",https://www.facebook.com/search/posts?q=yellowknife%20fire&filters=eyJycF9jcmVhdGlvbl90aW1lOjAiOiJ7XCJuYW1lXCI6XCJjcmVhdGlvbl90aW1lXCIsXCJhcmdzXCI6XCJ7XFxcInN0YXJ0X3llYXJcXFwiOlxcXCIyMDIzXFxcIixcXFwic3RhcnRfbW9udGhcXFwiOlxcXCIyMDIzLTFcXFwiLFxcXCJlbmRfeWVhclxcXCI6XFxcIjIwMjNcXFwiLFxcXCJlbmRfbW9udGhcXFwiOlxcXCIyMDIzLTEyXFxcIixcXFwic3RhcnRfZGF5XFxcIjpcXFwiMjAyMy0xLTFcXFwiLFxcXCJlbmRfZGF5XFxcIjpcXFwiMjAyMy0xMi0zMVxcXCJ9XCJ9In0%3D,https://scontent-iad3-1.xx.fbcdn.net/v/t39.30808-6/380352642_727889172716475_7915542732353392711_n.jpg?stp=dst-jpg_s1080x2048&_nc_cat=108&ccb=1-7&_nc_sid=3635dc&_nc_ohc=koXR7YGS2TwAX9ZliUI&_nc_ht=scontent-iad3-1.xx&oh=00_AfAH61UW2MwdGSHKseRJZa4okK1plmCSS_UM6PXiWTmcTw&oe=65E736F7,135,22 comments,22 comments
Sunday night feeding the troops.  Fire towards Yellowknife held at 15 km with successful suppression work and lighter winds than expected.@jeff_oldfield#acastaheliflight #acastaheli #homeofthegneissguys #wildfire #helicopters #nwt#fireseason2023 #nwtfire #stateofemergency  #essentialworkers #familydinner #feedingthetroops,https://www.facebook.com/search/posts?q=yellowknife%20fire&filters=eyJycF9jcmVhdGlvbl90aW1lOjAiOiJ7XCJuYW1lXCI6XCJjcmVhdGlvbl90aW1lXCIsXCJhcmdzXCI6XCJ7XFxcInN0YXJ0X3llYXJcXFwiOlxcXCIyMDIzXFxcIixcXFwic3RhcnRfbW9udGhcXFwiOlxcXCIyMDIzLTFcXFwiLFxcXCJlbmRfeWVhclxcXCI6XFxcIjIwMjNcXFwiLFxcXCJlbmRfbW9udGhcXFwiOlxcXCIyMDIzLTEyXFxcIixcXFwic3RhcnRfZGF5XFxcIjpcXFwiMjAyMy0xLTFcXFwiLFxcXCJlbmRfZGF5XFxcIjpcXFwiMjAyMy0xMi0zMVxcXCJ9XCJ9In0%3D,https://scontent-iad3-1.xx.fbcdn.net/v/t39.30808-6/369176088_766621928806823_6234140503368242473_n.jpg?stp=dst-jpg_s960x960&_nc_cat=110&ccb=1-7&_nc_sid=3635dc&_nc_ohc=xt4bEOlyPZIAX_t9ZYV&_nc_ht=scontent-iad3-1.xx&oh=00_AfCwK7-bb2dOyP-pZROvqsadMS5DuaBxDS4mX0HwdGDFMA&oe=65E77B3F,96,11 comments,11 comments
The current active fire map posted on cabin radio,https://www.facebook.com/search/posts?q=yellowknife%20fire&filters=eyJycF9jcmVhdGlvbl90aW1lOjAiOiJ7XCJuYW1lXCI6XCJjcmVhdGlvbl90aW1lXCIsXCJhcmdzXCI6XCJ7XFxcInN0YXJ0X3llYXJcXFwiOlxcXCIyMDIzXFxcIixcXFwic3RhcnRfbW9udGhcXFwiOlxcXCIyMDIzLTFcXFwiLFxcXCJlbmRfeWVhclxcXCI6XFxcIjIwMjNcXFwiLFxcXCJlbmRfbW9udGhcXFwiOlxcXCIyMDIzLTEyXFxcIixcXFwic3RhcnRfZGF5XFxcIjpcXFwiMjAyMy0xLTFcXFwiLFxcXCJlbmRfZGF5XFxcIjpcXFwiMjAyMy0xMi0zMVxcXCJ9XCJ9In0%3D,https://scontent-iad3-2.xx.fbcdn.net/v/t39.30808-6/363421499_10168077483525710_4153402623110130238_n.jpg?stp=cp6_dst-jpg_p843x403&_nc_cat=100&ccb=1-7&_nc_sid=c42490&_nc_ohc=f516ESRTcwIAX8tAXkl&_nc_ht=scontent-iad3-2.xx&oh=00_AfAsu694DTfSW5r8E9ReSobJjVtMlE4d2ASG_DsAhKKjYA&oe=65E642DE,28,17 comments,17 comments
"I am receiving a lot of messages from friends down south today, we are safe here in Yellowknife for now.The fire is 20km out of the city at the moment. It’s been very unsettling watching what has been going on in our territory and feel for all the residents who have had to evacuate and to those that have lost their homes and cabins.I am taking Sydney and some of her teammates to curling camp tomorrow in Leduc so I am happy to be leaving for a few days. Stay safe everyone!",https://www.facebook.com/search/posts?q=yellowknife%20fire&filters=eyJycF9jcmVhdGlvbl90aW1lOjAiOiJ7XCJuYW1lXCI6XCJjcmVhdGlvbl90aW1lXCIsXCJhcmdzXCI6XCJ7XFxcInN0YXJ0X3llYXJcXFwiOlxcXCIyMDIzXFxcIixcXFwic3RhcnRfbW9udGhcXFwiOlxcXCIyMDIzLTFcXFwiLFxcXCJlbmRfeWVhclxcXCI6XFxcIjIwMjNcXFwiLFxcXCJlbmRfbW9udGhcXFwiOlxcXCIyMDIzLTEyXFxcIixcXFwic3RhcnRfZGF5XFxcIjpcXFwiMjAyMy0xLTFcXFwiLFxcXCJlbmRfZGF5XFxcIjpcXFwiMjAyMy0xMi0zMVxcXCJ9XCJ9In0%3D,https://scontent-iad3-1.xx.fbcdn.net/v/t39.30808-6/367934434_10160197099059930_7636407424894862544_n.jpg?stp=cp6_dst-jpg&_nc_cat=110&ccb=1-7&_nc_sid=dd5e9f&_nc_ohc=1tz5tq4qQTIAX8_EEua&_nc_ht=scontent-iad3-1.xx&oh=00_AfDN0iJJiIMbP6x1TDVGNFW_BBbPf9OqHuNC5cg4ms-3Vg&oe=65E74ACD,72,13 comments,13 comments
"North Slave Complex (ZF011, ZF012, ZF015, ZF085) – August 21, 10amConditionsRain overnight – about 4.7mm on the Behchoko/Yellowknife Fire (ZF015), 1mm at the nearest weather station to the Ingraham Trail Fire (ZF011), and over 10mm in Yellowknife itself. None recorded at the Dettah Fire (ZF085), though significant rain (almost 10mm) was recorded yesterday overnight. … See more",https://www.facebook.com/search/posts?q=yellowknife%20fire&filters=eyJycF9jcmVhdGlvbl90aW1lOjAiOiJ7XCJuYW1lXCI6XCJjcmVhdGlvbl90aW1lXCIsXCJhcmdzXCI6XCJ7XFxcInN0YXJ0X3llYXJcXFwiOlxcXCIyMDIzXFxcIixcXFwic3RhcnRfbW9udGhcXFwiOlxcXCIyMDIzLTFcXFwiLFxcXCJlbmRfeWVhclxcXCI6XFxcIjIwMjNcXFwiLFxcXCJlbmRfbW9udGhcXFwiOlxcXCIyMDIzLTEyXFxcIixcXFwic3RhcnRfZGF5XFxcIjpcXFwiMjAyMy0xLTFcXFwiLFxcXCJlbmRfZGF5XFxcIjpcXFwiMjAyMy0xMi0zMVxcXCJ9XCJ9In0%3D,https://scontent-iad3-1.xx.fbcdn.net/v/t39.30808-6/367493234_708486394656753_2739442033922326413_n.jpg?stp=cp6_dst-jpg_p720x720&_nc_cat=102&ccb=1-7&_nc_sid=3635dc&_nc_ohc=cNZHGT6Zo8IAX-1CdWM&_nc_ht=scontent-iad3-1.xx&oh=00_AfDKzrY9a-UDJBe_EQTQ0S1qqnPw1i4F8HYL9-9Tn3yZhw&oe=65E67E41,219,13 comments,13 comments
CANADA IS BURNING!!!The Yukon is on fire and  the entire city of Yellowknife is being evacuated.   Our cousins living all up and down B.C. are facing new wildfires and evacuation warnings.  The province is engulfed in thick smoke.   There's a fierce wildfire raging near Kelowna and our nephew who lives in the area is under threat.  The smoke from B.C. has hit Calgary making the air dangerous to anyone with breathing difficulties.  Reuters News Agency reports the smoke from … See more,https://www.facebook.com/search/posts?q=yellowknife%20fire&filters=eyJycF9jcmVhdGlvbl90aW1lOjAiOiJ7XCJuYW1lXCI6XCJjcmVhdGlvbl90aW1lXCIsXCJhcmdzXCI6XCJ7XFxcInN0YXJ0X3llYXJcXFwiOlxcXCIyMDIzXFxcIixcXFwic3RhcnRfbW9udGhcXFwiOlxcXCIyMDIzLTFcXFwiLFxcXCJlbmRfeWVhclxcXCI6XFxcIjIwMjNcXFwiLFxcXCJlbmRfbW9udGhcXFwiOlxcXCIyMDIzLTEyXFxcIixcXFwic3RhcnRfZGF5XFxcIjpcXFwiMjAyMy0xLTFcXFwiLFxcXCJlbmRfZGF5XFxcIjpcXFwiMjAyMy0xMi0zMVxcXCJ9XCJ9In0%3D,https://scontent-iad3-1.xx.fbcdn.net/v/t39.30808-6/366888115_10168033903800646_4240636258607161098_n.jpg?stp=dst-jpg_s2048x2048&_nc_cat=108&ccb=1-7&_nc_sid=3635dc&_nc_ohc=3cLWR-zxrXYAX8b4Shh&_nc_ht=scontent-iad3-1.xx&oh=00_AfCYDY6XxyRqHjZH9mv_CpZJkXx2ENoEcBKwTpPyvWfFiw&oe=65E7944F,38,9 comments,9 comments
"""The City of Yellowknife is issuing an Evacuation Alert for some areas of the city because of the real potential threat to public safety due to the Behchoko/Yellowknife wildfire (ZF015).The Evacuation Alert is for the following areas:- Kam Lake- Grace Lake… See more",https://www.facebook.com/search/posts?q=yellowknife%20fire&filters=eyJycF9jcmVhdGlvbl90aW1lOjAiOiJ7XCJuYW1lXCI6XCJjcmVhdGlvbl90aW1lXCIsXCJhcmdzXCI6XCJ7XFxcInN0YXJ0X3llYXJcXFwiOlxcXCIyMDIzXFxcIixcXFwic3RhcnRfbW9udGhcXFwiOlxcXCIyMDIzLTFcXFwiLFxcXCJlbmRfeWVhclxcXCI6XFxcIjIwMjNcXFwiLFxcXCJlbmRfbW9udGhcXFwiOlxcXCIyMDIzLTEyXFxcIixcXFwic3RhcnRfZGF5XFxcIjpcXFwiMjAyMy0xLTFcXFwiLFxcXCJlbmRfZGF5XFxcIjpcXFwiMjAyMy0xMi0zMVxcXCJ9XCJ9In0%3D,https://scontent-iad3-1.xx.fbcdn.net/v/t39.30808-6/365440626_750021513833572_4750315658993045387_n.jpg?stp=dst-jpg_p720x720&_nc_cat=102&ccb=1-7&_nc_sid=3635dc&_nc_ohc=9JWuvgymJ5MAX8Fr3-t&_nc_ht=scontent-iad3-1.xx&oh=00_AfAxtS0x8WpmTgLgzYkdgGhmtquZOZ7NzJ_y3falyKGjhg&oe=65E644DC,60,37 comments,37 comments
The City of Yellowknife is issuing an Evacuation Alert for some areas of the city because of the real potential threat to public safety due to the Behchoko/Yell… See more,https://www.facebook.com/search/posts?q=yellowknife%20fire&filters=eyJycF9jcmVhdGlvbl90aW1lOjAiOiJ7XCJuYW1lXCI6XCJjcmVhdGlvbl90aW1lXCIsXCJhcmdzXCI6XCJ7XFxcInN0YXJ0X3llYXJcXFwiOlxcXCIyMDIzXFxcIixcXFwic3RhcnRfbW9udGhcXFwiOlxcXCIyMDIzLTFcXFwiLFxcXCJlbmRfeWVhclxcXCI6XFxcIjIwMjNcXFwiLFxcXCJlbmRfbW9udGhcXFwiOlxcXCIyMDIzLTEyXFxcIixcXFwic3RhcnRfZGF5XFxcIjpcXFwiMjAyMy0xLTFcXFwiLFxcXCJlbmRfZGF5XFxcIjpcXFwiMjAyMy0xMi0zMVxcXCJ9XCJ9In0%3D,https://scontent-iad3-1.xx.fbcdn.net/v/t39.30808-6/365440626_750021513833572_4750315658993045387_n.jpg?stp=dst-jpg_p720x720&_nc_cat=102&ccb=1-7&_nc_sid=3635dc&_nc_ohc=9JWuvgymJ5MAX8Fr3-t&_nc_ht=scontent-iad3-1.xx&oh=00_AfAxtS0x8WpmTgLgzYkdgGhmtquZOZ7NzJ_y3falyKGjhg&oe=65E644DC,,,
"For those wondering where the fire breaks are being installed in Yellowknife, here is the map that the City has provided.The City has declared a State of Emergency which will allow the City to mobilize additional supports and resources to help with the development of the break.We are not in a Notice or Alert for an evacuation.  This step is just to ensure the safety of the City and in a timely way.… See more",https://www.facebook.com/search/posts?q=yellowknife%20fire&filters=eyJycF9jcmVhdGlvbl90aW1lOjAiOiJ7XCJuYW1lXCI6XCJjcmVhdGlvbl90aW1lXCIsXCJhcmdzXCI6XCJ7XFxcInN0YXJ0X3llYXJcXFwiOlxcXCIyMDIzXFxcIixcXFwic3RhcnRfbW9udGhcXFwiOlxcXCIyMDIzLTFcXFwiLFxcXCJlbmRfeWVhclxcXCI6XFxcIjIwMjNcXFwiLFxcXCJlbmRfbW9udGhcXFwiOlxcXCIyMDIzLTEyXFxcIixcXFwic3RhcnRfZGF5XFxcIjpcXFwiMjAyMy0xLTFcXFwiLFxcXCJlbmRfZGF5XFxcIjpcXFwiMjAyMy0xMi0zMVxcXCJ9XCJ9In0%3D,https://scontent-iad3-2.xx.fbcdn.net/v/t39.30808-6/367065545_705696371370221_4038809258942576586_n.jpg?_nc_cat=105&ccb=1-7&_nc_sid=3635dc&_nc_ohc=wxw-Z4Lt5QkAX8Qq_5I&_nc_ht=scontent-iad3-2.xx&oh=00_AfC31kh0e9hjtOCMBlx4S-0-OcmjQdO-9Fqma-YdxpllCQ&oe=65E801AE,16,1 comment,1 comment
"Good morning from Yellowknife. Here's a view of the new trail/fire break behind Niven. Re-entry operations are going better than expected. The highway is clear of smoke and supports (fuel, tow trucks, etc) are in place. Air schedules are being finalized with some commercial flights starting to come into play later this week. Almost home Yellowknife, can't wait to see you. #nwt #yzf #wildfires",https://www.facebook.com/search/posts?q=yellowknife%20fire&filters=eyJycF9jcmVhdGlvbl90aW1lOjAiOiJ7XCJuYW1lXCI6XCJjcmVhdGlvbl90aW1lXCIsXCJhcmdzXCI6XCJ7XFxcInN0YXJ0X3llYXJcXFwiOlxcXCIyMDIzXFxcIixcXFwic3RhcnRfbW9udGhcXFwiOlxcXCIyMDIzLTFcXFwiLFxcXCJlbmRfeWVhclxcXCI6XFxcIjIwMjNcXFwiLFxcXCJlbmRfbW9udGhcXFwiOlxcXCIyMDIzLTEyXFxcIixcXFwic3RhcnRfZGF5XFxcIjpcXFwiMjAyMy0xLTFcXFwiLFxcXCJlbmRfZGF5XFxcIjpcXFwiMjAyMy0xMi0zMVxcXCJ9XCJ9In0%3D,https://scontent-iad3-2.xx.fbcdn.net/v/t39.30808-6/375739407_10159969301481302_168294699134655345_n.jpg?stp=dst-jpg_p960x960&_nc_cat=100&ccb=1-7&_nc_sid=dd5e9f&_nc_ohc=jOveGZD9UxoAX_LcQmL&_nc_ht=scontent-iad3-2.xx&oh=00_AfBrh-IRBVY3iUA71Y7qJqBdfjjpDbRKhqxfeW3n4cqjzw&oe=65E7244C,82,32 comments,32 comments
"Behchokǫ̀/Yellowknife Fire (ZF015) – July 29 (1:30pm): This fire is out of control. It was last mapped using satellite detection at 114, 215 hectares. Distance from landmarks• Behchokǫ̀ (Rae) – reached community• Frank Channel – reached area… See more",https://www.facebook.com/search/posts?q=yellowknife%20fire&filters=eyJycF9jcmVhdGlvbl90aW1lOjAiOiJ7XCJuYW1lXCI6XCJjcmVhdGlvbl90aW1lXCIsXCJhcmdzXCI6XCJ7XFxcInN0YXJ0X3llYXJcXFwiOlxcXCIyMDIzXFxcIixcXFwic3RhcnRfbW9udGhcXFwiOlxcXCIyMDIzLTFcXFwiLFxcXCJlbmRfeWVhclxcXCI6XFxcIjIwMjNcXFwiLFxcXCJlbmRfbW9udGhcXFwiOlxcXCIyMDIzLTEyXFxcIixcXFwic3RhcnRfZGF5XFxcIjpcXFwiMjAyMy0xLTFcXFwiLFxcXCJlbmRfZGF5XFxcIjpcXFwiMjAyMy0xMi0zMVxcXCJ9XCJ9In0%3D,https://scontent-iad3-2.xx.fbcdn.net/v/t39.30808-6/363787891_694709619367764_4304701681861270732_n.jpg?stp=dst-jpg_p720x720&_nc_cat=103&ccb=1-7&_nc_sid=3635dc&_nc_ohc=tQTKVLOIu5IAX9y_OPe&_nc_ht=scontent-iad3-2.xx&oh=00_AfCxxzb5LEuw58mXD_54S1KG7yG66CoKyoecBupCvUgdbw&oe=65E79341,221,23 comments,23 comments
From NWT Fire: Behchoko/Yellowknife Fire-11:00amDistance from landmarks (closest point)Yellowknife – 20km northwest at nearest pointBoundary Creek – reached area… See more,https://www.facebook.com/search/posts?q=yellowknife%20fire&filters=eyJycF9jcmVhdGlvbl90aW1lOjAiOiJ7XCJuYW1lXCI6XCJjcmVhdGlvbl90aW1lXCIsXCJhcmdzXCI6XCJ7XFxcInN0YXJ0X3llYXJcXFwiOlxcXCIyMDIzXFxcIixcXFwic3RhcnRfbW9udGhcXFwiOlxcXCIyMDIzLTFcXFwiLFxcXCJlbmRfeWVhclxcXCI6XFxcIjIwMjNcXFwiLFxcXCJlbmRfbW9udGhcXFwiOlxcXCIyMDIzLTEyXFxcIixcXFwic3RhcnRfZGF5XFxcIjpcXFwiMjAyMy0xLTFcXFwiLFxcXCJlbmRfZGF5XFxcIjpcXFwiMjAyMy0xMi0zMVxcXCJ9XCJ9In0%3D,https://scontent-iad3-2.xx.fbcdn.net/v/t39.30808-6/367711663_10221130684570577_6650855272224910442_n.jpg?stp=cp6_dst-jpg_s1080x2048&_nc_cat=100&ccb=1-7&_nc_sid=3635dc&_nc_ohc=bcI88a8biYQAX8YVgSp&_nc_ht=scontent-iad3-2.xx&oh=00_AfALTZgrPCjUCskq3vdUckwuhuLKCn0ls_9w2B3aSy_qWA&oe=65E7C984,6,1 comment,1 comment
"Hello,My dad had an extended hospital stay and is now on his way back to Yellowknife. All the hotels are full at high-level. He’s traveling with his dog and a friend. Does anyone have any family or friends who may be able to host them Tuesday night in High Level or close to?",https://www.facebook.com/search/posts?q=yellowknife%20fire&filters=eyJycF9jcmVhdGlvbl90aW1lOjAiOiJ7XCJuYW1lXCI6XCJjcmVhdGlvbl90aW1lXCIsXCJhcmdzXCI6XCJ7XFxcInN0YXJ0X3llYXJcXFwiOlxcXCIyMDIzXFxcIixcXFwic3RhcnRfbW9udGhcXFwiOlxcXCIyMDIzLTFcXFwiLFxcXCJlbmRfeWVhclxcXCI6XFxcIjIwMjNcXFwiLFxcXCJlbmRfbW9udGhcXFwiOlxcXCIyMDIzLTEyXFxcIixcXFwic3RhcnRfZGF5XFxcIjpcXFwiMjAyMy0xLTFcXFwiLFxcXCJlbmRfZGF5XFxcIjpcXFwiMjAyMy0xMi0zMVxcXCJ9XCJ9In0%3D,,,,
